tweet_id,tweet_created_at,tweet_text,hashtags,tweet_quoted_status_id,tweet_mtion,Pertinent,proba_pertinence,user_id,user_screenname,user_name,user_location,user_description
908269275458281473,2017-09-14 12:00:44,OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch Lake-https://t.co/DKqTdrfHkT,,-1,,VRAI,"0,999998609",3078052193,MININGBUSINESSN,MINING BUSINESS,null,null
907784250686046208,2017-09-13 03:53:25,SWGoldReport: Explorer's Drilling Reveals Another Higher Grade Ore Body: https://t.co/tdzXqSnAKM $SA $SEA.CA #gol… https://t.co/RXpNfjPwIg,gol ; ,-1,,VRAI,"0,999998496",847900399285743616,AuAgDigital,Steve Thomas,United Kingdom,"Do you get 25%+ on your invested money? If not, drop by and see how we can help. http://www.GoldSilverDigital.com"
907647065244569600,2017-09-12 18:48:18,"OK2 Minerals Discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch: https://t.co/FPBS0a2O2b
$OK.V #Mining #Stocks",Mining ; Stocks ; ,-1,,VRAI,"0,999998053",340520691,stockpools,Stockpools,"Vancouver, BC","Fantasy sports, for stocks! Gamified stock analysis, explore the stock market risk-free and win real cash prizes if you outperform the competition"
907717609558364160,2017-09-12 23:28:37,"OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch Lake, at the S... https://t.co/2rCWNPlppt #investing https://t.co/Uw7NAqPmwe",investing ; ,-1,,VRAI,"0,999997646",21138492,INN_Resource,Resource Investing,"Vancouver, BC",#Resource #Investing #News reporting on #stocks and #mining #commodities #gold #silver #copper #zinc #uranium #graphite #cobalt #lithium #cannabis #diamond
907623599929835520,2017-09-12 17:15:03,"OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization  at Kinskuch Lake, at the $OK.V https://t.co/fSPalDbFSJ",,-1,,VRAI,"0,999997646",39759840,kincomm,Kin Communications,"Vancouver, BC Canada",Vancouver Investor Relations firm tweeting the latest news from our investor network.
908673259251548161,2017-09-15 14:46:01,Alix Discovers Lithium Mineralization on Property Adjacent to North American Lithiums Producing Mine https://t.co/d0eXECPTNf #newsrelease,newsrelease ; ,-1,,VRAI,"0,999997391",266143766,FSCNEWS,FSCwire,"Calgary, Alberta",FSCwire is a Newswire Dissemination /  Media Relations / Corporate Compliance provider for public companies.
907783416195710976,2017-09-13 03:50:06,Explorer's Drilling Reveals Another Higher Grade Ore Body: https://t.co/pwC2FNT2VN $SA $SEA.CA #gold #copper #mining #stocks https://t.co/h10UuGmXPI,gold ; copper ; mining ; stocks ; ,-1,,VRAI,"0,999996762",50395933,SWGoldReport,The Gold Report,null,"The Gold Report, by Streetwise Reports, features the leading investment coverage of gold, silver, platinum, other precious metals, critical metals & base metals"
908698548186656768,2017-09-15 16:26:31,Jourdan Discovers Lithium Mineralization on Property Adjacent to North American Lithium’s Producing Mine – Jourdan R…https://t.co/COLNSPpcIz,,-1,,VRAI,"0,999996646",33719005,michaeldehn,michael dehn,Canada,null
907699333012885505,2017-09-12 22:15:59,"Glenn Jessome, ""high-grade gold-silver-base metal mineralization in the Caleigh Vein"" #OceanusUpdates August 10, 2017 $OCNSF $OCN.V",OceanusUpdates ; ,-1,,VRAI,"0,999995907",872326297183277056,OceanusOCN,Oceanus Resources,"Halifax, Nova Scotia","Gold exploration company managed by experienced mine finders, currently exploring the El Tigre Property in the Sierra Madre Occidental."
907715070234431488,2017-09-12 23:18:31,"Texas Mint, a Division of Texas Precious Metals, Announces Manufacturing and Distribution Agreement with A-Mark Pr… https://t.co/18GHOs6BH9",,-1,,FAUX,"0,999994397",765193396088627204,elijahtfrench,Elijah French,"Seattle, WA","Business, financial and investing tips for business starters, as well as for people who are seeking for some investing advice.."
907734544597573633,2017-09-13 00:35:54,@andy_payne22 The geophysical survey of Flowers Barrow is complete - published soon with the other Dorset hillforts in a Durotriges Project monograph :),,-1,andy_payne22 ; ,FAUX,"0,999993642",297537439,Durotrigesdig,Durotriges Project,Bournemouth University,The Durotriges Project is an archaeological investigation of the Late Iron Age to post Roman period in southern England. Video blog @DuroDigDiaries
907943878275342337,2017-09-13 14:27:44,"""Lots of Upside"" OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization BC’s Golden Triangle https://t.co/YqU2s8Mszz",,-1,,VRAI,"0,999992609",26906239,LexCorporation,Lex Corp News Letter,Canada,Founder and Creator of Lex Corp News Letter Discoverying Value in Commodity Stocks
908784887473242112,2017-09-15 22:09:36,Alix Resources : DISCOVERS LITHIUM MINERALIZATION ON PROPERTY ADJACENT TO NORTH AMERICAN LITHIUM'S PRODUCING MINE https://t.co/RFXcDflOUB,,-1,,VRAI,"0,999991314",102325185,ForTraders,4-traders.com,null,"Find all financials news in real time. Equities, Indexes, Commodities, Currencies, Analysis, Top & Flop @4tradersleaders"
909403740943331328,2017-09-17 15:08:42,Alix Discovers Lithium Mineralization on Property Adjacent to North American Lithium’s Producing Mine-https://t.co/Dol9EQ9cyW,,-1,,VRAI,"0,999991314",112836789,PESQUISAMINERAL,PESQUISA MINERAL,Brasil,"Twitter sobre Mineração, Prospecção e Pesquisa Mineral. 
Veja também em: http://paper.li/PESQUISAMINERAL/1339589204#"
908109412912439297,2017-09-14 01:25:30,$GXY James Bay Drilling - Significant Mineralisation Extended,,-1,,VRAI,"0,999990379",722282501104734208,nlo39295,NRL,null,null
908311605221322752,2017-09-14 14:48:56,#GalaxyResources: James Bay Drilling – Significant Mineralisation Extended https://t.co/ptq7thLffL #Lithium $GXY https://t.co/3UWlq8Ho2R,GalaxyResources ; Lithium ; ,-1,,VRAI,"0,999990379",123915259,Investor_Intel,InvestorIntel,Toronto,"http://InvestorIntel.com is a trusted source of independent investor information. InvestorIntel: Share knowledge, Build wealth."
908768710516670464,2017-09-15 21:05:19,"Aben Drills Into Notable Mineralization at Forrest Kerr Gold Project #TSX $ABN

#HighGradeGold #goldmining #mining

https://t.co/1jEgWDoZWu",TSX ; HighGradeGold ; goldmining ; mining ; ,-1,,FAUX,"0,999988111",887475498904834048,HighGradeGold,High Grade Gold News,Worldwide,The biggest news in #highgradegold from around the world.
908363735160549377,2017-09-14 18:16:05,Explorer's drilling reveals 'Another higher grade ore body' https://t.co/VPCY4ywPzE,,-1,,VRAI,"0,999984735",764037038710616064,biankaweaver,Bianka Weaver,"New York, NY",There are a lot of ways to invest your hard-earned money that are very successful and could turn reasonable amount of profit over time.
907601631151218690,2017-09-12 15:47:45,"OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization at Kinskuch Lake, at the Southern En.. https://t.co/ENeBKDvuip",,-1,,VRAI,"0,999978178",226828258,financialbuzz,Financial Buzz,"New York, New York",Read Articles on the Latest Buzz in Financial News Everyday! We Report LIVE from the NYSE and NASDAQ Exchanges! Our Tweets are our own personal opinions.
907726816139505670,2017-09-13 00:05:12,A project to map the ocean floor is raising concerns about prospective deep-sea mining operations https://t.co/OOwHtAeCTD #mining https://t.co/CSJWt4u9NR,mining ; ,-1,,FAUX,"0,999974046",1068821804,WGNHS,WI Geological Survey,"Madison, WI","We provide objective scientific information about the geology, mineral resources & water resources of Wisconsin. UW-Extension. Tweets and links ≠ endorsement."
907619093586509825,2017-09-12 16:57:09,"Texas Mint, a Division of Texas Precious Metals, Announces Manufacturing and Distribution ... https://t.co/gMkmpf2YOk",,-1,,FAUX,"0,999967818",155032761,msentprs,M-S Enterprises,"Lake Geneva, WI",Network Marketing Tools for Home Based Businesses
907936413546635264,2017-09-13 13:58:04,"Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Project including 10.20% Zinc,... #PreciousMetal https://t.co/sW4vkWrwl7",PreciousMetal ; ,-1,,VRAI,"0,999966425",4877763785,GoldSilver_TT,Gold Silver Talk,null,The community for investors of precious metals!
908695659850735616,2017-09-15 16:15:02,"Breaking Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Project including 10.20% Zinc, 6.28%... https://t.co/kswDn7Gvyk",,-1,,VRAI,"0,999966425",21306486,StockGuruDotCom,John Pentony,United States,Find The Buzz on All of Your Favorite Stocks at http://StockGuru.com! Follow us Here & Sign-up for Free Alerts!
908591215796477952,2017-09-15 09:20:01,Uganda: Govt Gives Oil Exploration Licence to Australian Company https://t.co/Xq8apaKZuP https://t.co/MhTxZZUDu8,,-1,,VRAI,"0,99996582",813350057005162496,Ecoparrotnews,Economic Parrot,null,The world of business news
909305169007054849,2017-09-17 08:37:01,"""Uganda: Govt Gives Oil Exploration Licence to Australian Company"" #newspapers #feedly https://t.co/wZpNcqo6DN",newspapers ; feedly ; ,-1,,VRAI,"0,99996582",187517194,anamafalda1992,Marijke van der Lee,null,null
908696460308467712,2017-09-15 16:18:13,#Africa Uganda: Govt Gives Oil Exploration Licence to Australian Company https://t.co/ioSEYQA0JA #Afrique,Africa ; Afrique ; ,-1,,VRAI,"0,99996582",2752949005,R2Pindex,R2PindexWorld,United States. Africa. Sweden,An index for the International Community to intervene and act on the Responsibility To Protect In Africa & Sweden
908598685331795968,2017-09-15 09:49:42,Uganda: Govt Gives Oil Exploration Licence to Australian Company: https://t.co/MOGpTjCPVF - allafrica/tools #Latest,Latest ; ,-1,,VRAI,"0,99996582",3289003559,NewsUpdate24Int,NewsUpdate24 🌍,Norway,We give you news from international press. Warning: Ongoing News Are Developing And Information May Change When The Situation Calm Down!
908592505406541826,2017-09-15 09:25:08,Uganda: Govt Gives Oil Exploration Licence to Australian Company: [Independent (Kampala… https://t.co/uzfCiYQ2gi,,-1,,VRAI,"0,99996582",51684249,cgnetwork,FRANCIS K S LIM,Thailand Malaysia Indonesia ,CEO Founder Suntex Strategic Investment Ltd (Private Investment Banking)  PSS WORLDWIDE-TOP OF THE WORLD - HOTEL & RESORTS
907612971253227520,2017-09-12 16:32:49,"Fireweed Drills Wide High Grade Mineralization at Macmillan Pass - 10.20% #Zinc, 6.28% #Lead and 87 g/t #Silver... - https://t.co/Ja5CyYmzeE",Zinc ; Lead ; Silver ; ,-1,,VRAI,"0,99996184",1066342350,YukonBrandon,Brandon Macdonald,"Vancouver, BC ","Interested in Geology, Mining & Resource Economics, Economic Development, Climate Change, Energy and Space. Views expressed are solely my own."
907648494088982528,2017-09-12 18:53:58,"Fireweed Zinc Drills Wide High Grade Mineralization at Macmillan Pass Project including 10.20% Zinc, 6.28% Lead and… https://t.co/AY7eQvMJX3",,-1,,VRAI,"0,999957716",9419862,komrad,komrad,null,Build Any Business and Earn 100% Commissions https://www.prosperitymarketingsystem.com/go/?s=19730&tag=twtkomrad
908006157264064513,2017-09-13 18:35:12,"Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Project:10.20% Zinc, 6.28% Lead and 87.7 g/t Silver via @StocksMarketNe1",,-1,StocksMarketNe1 ; ,VRAI,"0,999956",865900539468537856,StocksMarketNe1,Stocks Market News,World,"Stocks market news delivers financial news, stock trading,buy stocks, investing, insurance, loan, mortgage, online brokerage
http://www.stocksmarketnews.com/"
908015396720140288,2017-09-13 19:11:55,"Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Project including 10.20% Zinc, 6.28% Lead and... https://t.co/CW1Ye2sxDj",,-1,,VRAI,"0,99995547",597212761,INSURABLE1,Insurable,USA,Group of insurance  delivers the latest business news for the insurance industry and interested individuals.
909287473355862016,2017-09-17 07:26:42,"Fireweed Drills Wide High Grade Mineralization at Macmillan Pass Project including 10.20% Zinc, 6.28% Lead and 87... https://t.co/uhNFtlRJkG",,-1,,VRAI,"0,99995547",280640064,indiaminingnews,India Mining News,"Gurgaon, India",All News related to Indian  Mining Industry and international Mining community at a single place #India #mining
908686238806302721,2017-09-15 15:37:36,#AlixResources discovers #lithium mineralization on property adjacent to a producing mine https://t.co/GSf7yDh0VT $AIX.V https://t.co/cykBeDHyxr,AlixResources ; lithium ; ,-1,,VRAI,"0,999943553",123915259,Investor_Intel,InvestorIntel,Toronto,"http://InvestorIntel.com is a trusted source of independent investor information. InvestorIntel: Share knowledge, Build wealth."
907610068983705600,2017-09-12 16:21:17,OK2 Minerals discovers Large Zones of High Grade Copper-Gold Mineralization at Southern End of BC’s Golden Triangle https://t.co/YqU2s8Mszz,,-1,,VRAI,"0,999906919",26906239,LexCorporation,Lex Corp News Letter,Canada,Founder and Creator of Lex Corp News Letter Discoverying Value in Commodity Stocks
908114337952419840,2017-09-14 01:45:04,Galaxy Resources Limited  James Bay Drilling - Significant Mineralisation Extended  https://t.co/pG78TklYtP,,-1,,VRAI,"0,99989388",102325185,ForTraders,4-traders.com,null,"Find all financials news in real time. Equities, Indexes, Commodities, Currencies, Analysis, Top & Flop @4tradersleaders"
908593838633082880,2017-09-15 09:30:26,Govt Gives Oil Exploration Licence to #Africa #EastAfrica #Business #News https://t.co/QjJZDcAkXA #Tanzania #Kenya #Uganda #Rwanda #Burundi,Africa ; EastAfrica ; Business ; News ; Tanzania ; Kenya ; Uganda ; Rwanda ; Burundi ; ,-1,,VRAI,"0,999852732",2585421558,eabizinfo,East Africa Biz News,null,null
908767406423715842,2017-09-15 21:00:08,SWGoldReport: KLONDEX ANNOUNCES THE CONTINUATION OF HIGH-GRADE MINERALIZATION AT MIDAS: https://t.co/PuzjBPCBLl $KLDX,,-1,,VRAI,"0,999832543",847900399285743616,AuAgDigital,Steve Thomas,United Kingdom,"Do you get 25%+ on your invested money? If not, drop by and see how we can help. http://www.GoldSilverDigital.com"
908164510317514752,2017-09-14 05:04:26,Segue Resources ( $SEG) Significant Gold Mineralisation from First Pass Drilling  https://t.co/6OVAVDQOH6,,-1,,VRAI,"0,999824313",253921829,PPRthePick,thePick,Perth WA,The Pick magazine and website showcases PPR’s ASX listed clients alongside commentary by industry leaders on areas such as commodities and market forecasts
908109522790531072,2017-09-14 01:25:56,$SEG  Significant Gold Mineralisation from First Pass Drilling,,-1,,VRAI,"0,999824313",722282501104734208,nlo39295,NRL,null,null
907629138034470913,2017-09-12 17:37:04,"Texas Mint, a Division of Texas Precious Metals, Announces Manuf https://t.co/CJwhZHZtco",,-1,,FAUX,"0,999822924",155032761,msentprs,M-S Enterprises,"Lake Geneva, WI",Network Marketing Tools for Home Based Businesses
907698000964804609,2017-09-12 22:10:42,Orezone Announces Recent Drilling Results at Bomboré Project https://t.co/igLgHl4UCv,,-1,,VRAI,"0,999816976",21306486,StockGuruDotCom,John Pentony,United States,Find The Buzz on All of Your Favorite Stocks at http://StockGuru.com! Follow us Here & Sign-up for Free Alerts!
908775404714053633,2017-09-15 21:31:55,@PaulMcRoberts1 examining the ore deposits in the Grand Canion,,-1,PaulMcRoberts1 ; ,FAUX,"0,999807116",884019292383137792,bensharpeCAN,Ben Sharpe,"Burlington, Ontario",null
907765338728693760,2017-09-13 02:38:16,"One of these hills was rich with precious metals mineralization, but what about the others? https://t.co/0c3Z3RJIFG",,-1,,FAUX,"0,999790184",872326297183277056,OceanusOCN,Oceanus Resources,"Halifax, Nova Scotia","Gold exploration company managed by experienced mine finders, currently exploring the El Tigre Property in the Sierra Madre Occidental."
907695802818203648,2017-09-12 22:01:58,Orezone Announces Recent Drilling Results at Bomboré Project $ORE https://t.co/OU6Zgeetdg,,-1,,VRAI,"0,999776934",438816954,GNWLive,GNWLive,Global,The latest live news and press releases - directly from GlobeNewswire.
908588048220397568,2017-09-15 09:07:26,Uganda: Govt Issues Oil Exploration License to Australian Company https://t.co/b6nZUzwsLi https://t.co/IFdypHPptJ,,-1,,VRAI,"0,999758172",65109514,globalissuesweb,Global Issues Web,"Los Angeles, California, USA","Forum on Global Issues, Geography,  and Culture. In  the interests of economic justice, sustainable development and universal human welfare."
908594517657264128,2017-09-15 09:33:08,Uganda: Govt Gives Oil Exploration #Africa #EastAfrica #Business #News https://t.co/IeZskVA13M #Tanzania #Kenya #Uganda #Rwanda #Burundi,Africa ; EastAfrica ; Business ; News ; Tanzania ; Kenya ; Uganda ; Rwanda ; Burundi ; ,-1,,VRAI,"0,999717031",2585421558,eabizinfo,East Africa Biz News,null,null
908399198231519232,2017-09-14 20:37:00,Govt Awards Oil Exploration Deal to Australian Company https://t.co/I9NUvZ4y5x,,-1,,VRAI,"0,999655361",2325123883,JobiLive,Rothschild Jobi,Kampala,Media Publisher - EA News
908387249632489473,2017-09-14 19:49:31,Govt Awards Oil Exploration Deal to Australian Company – ChimpReports https://t.co/VEnTq1J8Sx,,-1,,VRAI,"0,999655361",388368711,ChimpReports,ChimpReports,Uganda,"Your Preferred Source of Instant News from Uganda & East Africa. 

Follow our journalists on twitter https://twitter.com/ChimpReports/lists/chimp-corps"
908586574958481408,2017-09-15 09:01:34,Govt Issues Oil Exploration License to Australian Company: https://t.co/ahShArhTpR #Uganda https://t.co/6BIo7wv6b8,Uganda ; ,-1,,VRAI,"0,999655361",16683014,allafrica,allAfrica.com,Africa,News and information from the fast-changing continent. Also follow @allafricafrench & @AllAfricaSport & check AllAfrica on Rebel Mouse: http://t.co/ncqGpjnn0x
908586754785071105,2017-09-15 09:02:17,"""Govt Issues Oil Exploration License to Australian Company: https://t.co/zJF0jhlWLh #Uganda https://t.co/fQdAc68KUP""",Uganda ; ,-1,,VRAI,"0,999655361",844070640,GRono,Gilbert Rono,"Bomet, Kenya","The official Twitter account for Gilbert Rono. A teacher, father and a child of God. Welcome. Seventh Day Adventist - Jesus is my Life.
Galatians 1:3"
908972084155551744,2017-09-16 10:33:27,@ChimpReports: Govt Awards Oil Exploration Deal to Australian Company – ChimpReports #NBSUpdates @nbstv,NBSUpdates ; ,-1,ChimpReports ; nbstv ; ,VRAI,"0,999655361",370778365,MableTwegumye,Mable Twegumye Zake,"Kampala, Uganda",Journalist/News Anchor/Show Host - #LiveAt9 #NBSPeopleAndPower @nbstv | Broadcast Narrator/Motivational Speaker
908111466519158785,2017-09-14 01:33:40,"Galaxy Resources $GXY reports that drilling indicates significant
mineralisation extension at its James Bay lithium project in Canada #ASX",ASX ; ,-1,,VRAI,"0,999654091",160464996,amscotOnline,amscotStockbroking,Australia,We are Australia's cheapest online share trading service. High quality service with low rates and it's free to open an account. Phone 1300 308 305.
909776881960005632,2017-09-18 15:51:26,Margaret Lake Diamonds Inc. Announces Receipt of Ground Geophysical Survey Results from the Margaret Lake Property https://t.co/62nYZo1mvZ,,-1,,VRAI,"0,999653319",711061872,Canadian_Money,Dean James,null,Canadian Money - Money Canada Limited
908560540624023552,2017-09-15 07:18:07,India: Odisha Govt Temporarily Suspends Iron Ore Dispatches from Serajuddin Mines https://t.co/lGBTO1SNWt,,-1,,FAUX,"0,99956878",317618383,SteelMint,SteelMint,Global,SteelMint Info Services is an ISO 9001:2008 certified Steel Research Company. Follow to get Current Steel Prices | News | Logistical Updates | Statistical Data
908798892308918273,2017-09-15 23:05:15,"RNC Minerals Announces Strong Gold Results From Exploration Drilling #TSX $RNX

#HighGradeGold #goldmining #mining

https://t.co/16cveDBfY6",TSX ; HighGradeGold ; goldmining ; mining ; ,-1,,VRAI,"0,999524264",887475498904834048,HighGradeGold,High Grade Gold News,Worldwide,The biggest news in #highgradegold from around the world.
908687256843669504,2017-09-15 15:41:39,Tri Origin Exploration Identifies Gold Zones at Sky Lake Property https://t.co/DGe2Rxe6f8,,-1,,VRAI,"0,999520158",25512235,NosIddA_74,Addison Consulting,"New Liskeard, Ontario Canada",Safety & Training Consultant - Instagram: addison_cg
909069630131421184,2017-09-16 17:01:04,Uganda: Govt Gives Oil Exploration Licence to Australian Company: [Independent (Kampala)] Uganda has handed over… https://t.co/Z3BYr2XRCJ,,-1,,VRAI,"0,999493907",346222084,AnthoniaOrji,Anthonia Orji,Nigeria,Digital & Social Media Strategist • Journalist • Media Savvy • Online Influencer • Social Commentator • RT ≠ Endorsement.
908135804819476482,2017-09-14 03:10:22,#GalaxyResources Limited James Bay Drilling - Significant Mineralisation Extended. Read more: https://t.co/q6OsB96FxO $GXY,GalaxyResources ; ,-1,,VRAI,"0,999453998",4811676181,minerals_metals,Precious Metals News,"San Mateo, CA",Track all of the latest Precious Metals News with Owler. View all companies in the Precious Metals & Minerals Sector: https://t.co/3O2U24Xzhd
908060292487237633,2017-09-13 22:10:19,$KDX Klondex Announces the Continuation of High-Grade Mineralization at Midas https://t.co/nEpepA30ao,,-1,,VRAI,"0,999423052",772471873539977217,StockTexts,StockTexts,null,We provide company news and SEC filings for stocks on US and Canadian exchanges.  Real-time news alerts coming soon.  Follow for updates.
908749413593620482,2017-09-15 19:48:38,Klondex Announces the Continuation of High-Grade Mineralization at Midas-https://t.co/9vu0l4d8nK,,-1,,VRAI,"0,999423052",112836789,PESQUISAMINERAL,PESQUISA MINERAL,Brasil,"Twitter sobre Mineração, Prospecção e Pesquisa Mineral. 
Veja também em: http://paper.li/PESQUISAMINERAL/1339589204#"
908069856905498625,2017-09-13 22:48:19,Klondex Announces The Continuation Of High-Grade Mineralization At Midas  https://t.co/DKHguTU2E5 $KLNDF,,-1,,VRAI,"0,999423052",2616445050,confcalltran,Conf Call Tran,null,"Public company news, filings, transcripts"
908767307375226882,2017-09-15 20:59:44,KLONDEX ANNOUNCES THE CONTINUATION OF HIGH-GRADE MINERALIZATION AT MIDAS: https://t.co/5jqIvy4q27 $KLDX,,-1,,VRAI,"0,999423052",50395933,SWGoldReport,The Gold Report,null,"The Gold Report, by Streetwise Reports, features the leading investment coverage of gold, silver, platinum, other precious metals, critical metals & base metals"
907694080393707527,2017-09-12 21:55:07,"$LRTNF, $PGM.CA Pure Gold Files Mineral Resource Estimate Technical Report on SEDAR... - https://t.co/7bLa8zmj0k",,-1,,FAUX,"0,999201433",4858453045,stockboardinc,Stockboard Media Inc,"Vancouver, British Columbia",null
908748024364589057,2017-09-15 19:43:07,"@realDonaldTrump @FLOTUS @NatlParkService Idiot. Cutting services. .allowing oil drilling???
Despicable",,-1,realDonaldTrump ; FLOTUS ; NatlParkService ; ,FAUX,"0,999052975",865239285628383233,Hoosier602,Hoosier60,null,"Home grown Hoosier. Mom to a son, 2 pups and a fat cat. Proud Lib-tard!
 Never did like Pence...or trump"
907693563605123074,2017-09-12 21:53:04,Pure Gold Files Mineral Resource Estimate Technical Report on SEDAR https://t.co/5mtmHvv93j,,-1,,FAUX,"0,998986045",393202608,NewsFromSPI,SPI News,Worldwide,"Sector Publishing Intelligence publishes market sector news, research, and press releases through its extensive #news portal. #marketresearch"
907711196626911238,2017-09-12 23:03:08,"(Pure Gold Files Mineral Resource Estimate Technical Report on SEDAR) 

https://t.co/23Gg8JfG7a

#TSXVENTUREPGM",TSXVENTUREPGM ; ,-1,,FAUX,"0,998986045",1858251186,InvesClips,Inveswire,null,"Investment News, Fresh off the Wire..."
907695362105802752,2017-09-12 22:00:13,$PGM Pure Gold Files Mineral Resource Estimate Technical Report on SEDAR https://t.co/CNlZ2KvOrd,,-1,,FAUX,"0,998986045",772471873539977217,StockTexts,StockTexts,null,We provide company news and SEC filings for stocks on US and Canadian exchanges.  Real-time news alerts coming soon.  Follow for updates.
909097380997242880,2017-09-16 18:51:20,Uganda: Govt issues oil exploration license to Australia’s Armour Energy https://t.co/eqrfKhot6L https://t.co/UpZUJs8jN5,,-1,,VRAI,"0,998910867",337255162,SweetCrudeRep,SweetCrude Reports,"Lagos, Nigeria",A Review Of The Nigerian Energy Industry
909764484557824000,2017-09-18 15:02:10,Margaret Lake Diamonds Inc. Announces Receipt of Ground Geophysical Survey Results from the Margaret… https://t.co/8yccUVrZcG #newsrelease,newsrelease ; ,-1,,VRAI,"0,998898692",266143766,FSCNEWS,FSCwire,"Calgary, Alberta",FSCwire is a Newswire Dissemination /  Media Relations / Corporate Compliance provider for public companies.
909248951831769088,2017-09-17 04:53:37,Agnico Eagle: Exploration Means Potential To Upgrade Reserves https://t.co/yPFpdU2Zc9,,-1,,FAUX,"0,998881481",636957992,GoldyAlchemist,Alchemist,"London, England","Creators of Luxury custom made bespoke 
Gold and Diamond handsets and more."
